"Margin","Quantity sold","Sales revenue","State","City","Year","Quarter","Lines","Category","SKU number","Month","Month Name"
"2272.4","20","5201","California","San Francisco","2015","Q4","Shirt Waist","Long sleeve","166553","12","December"
"1289","27","3483","California","San Francisco","2015","Q4","Shirt Waist","Long sleeve","167042","10","October"
"1065.7","22","2838","California","San Francisco","2015","Q4","Shirt Waist","Long sleeve","167042","11","November"
"1511.1","32","4089","California","San Francisco","2015","Q4","Shirt Waist","Long sleeve","167042","12","December"
"236.4","2","538","California","San Francisco","2015","Q4","Shirt Waist","Short sleeve","164962","11","November"
"143.1","1","299","California","San Francisco","2015","Q4","Shirt Waist","Short sleeve","164962","12","December"
"1538.3","20","3380","California","San Francisco","2015","Q4","Shirt Waist","Short sleeve","165170","10","October"
"1050.8","15","2419","California","San Francisco","2015","Q4","Shirt Waist","Short sleeve","165170","11","November"
"567","8","1302","California","San Francisco","2015","Q4","Shirt Waist","Short sleeve","165170","12","December"
"1199.7","10","2290","California","San Francisco","2015","Q4","Shirt Waist","Short sleeve","166550","10","October"
"3847.9","34","7579","California","San Francisco","2015","Q4","Shirt Waist","Short sleeve","166550","11","November"
"2084.9","18","4072","California","San Francisco","2015","Q4","Shirt Waist","Short sleeve","166550","12","December"
"108","1","249","California","San Francisco","2015","Q4","Shirt Waist","Short sleeve","173117","10","October"
"322.3","3","747","California","San Francisco","2015","Q4","Shirt Waist","Short sleeve","173117","11","November"
"324","3","747","California","San Francisco","2015","Q4","Shirt Waist","Short sleeve","173117","12","December"
"87.4","1","199","California","San Francisco","2015","Q4","Sweat-T-Shirts","Sweats","167731","11","November"
"45.9","1","149","California","San Francisco","2015","Q4","Sweat-T-Shirts","Sweats","167731","12","December"
"11823.7","130","25801","California","San Francisco","2015","Q4","Sweat-T-Shirts","T-Shirts","166544","10","October"
"14441.8","165","32266","California","San Francisco","2015","Q4","Sweat-T-Shirts","T-Shirts","166544","11","November"
"6735.7","79","15420","California","San Francisco","2015","Q4","Sweat-T-Shirts","T-Shirts","166544","12","December"
"403.5","3","747","California","San Francisco","2015","Q4","Sweat-T-Shirts","T-Shirts","167695","10","October"
"393.9","3","747","California","San Francisco","2015","Q4","Sweat-T-Shirts","T-Shirts","167695","12","December"
"635.2","9","1791","California","San Francisco","2015","Q4","Sweat-T-Shirts","T-Shirts","167809","10","October"
"349.8","5","995","California","San Francisco","2015","Q4","Sweat-T-Shirts","T-Shirts","167809","11","November"
"370.9","6","1172","California","San Francisco","2015","Q4","Sweat-T-Shirts","T-Shirts","167809","12","December"
"82.2","1","169","California","San Francisco","2015","Q4","Sweat-T-Shirts","T-Shirts","169306","10","October"
"527","4","996","California","San Francisco","2015","Q4","Sweat-T-Shirts","T-Shirts","171910","11","November"
"263.4","2","498","California","San Francisco","2015","Q4","Sweat-T-Shirts","T-Shirts","171910","12","December"
"163.1","2","398","California","San Francisco","2015","Q4","Sweaters","Cardigan","144940","11","November"
"85.7","1","199","California","San Francisco","2015","Q4","Sweaters","Soft fabric","171889","11","November"
"481.3","7","1249","California","San Francisco","2015","Q4","Sweaters","Soft fabric","171889","12","December"
"251.6","2","498","California","San Francisco","2015","Q4","Sweaters","Turtleneck","168963","10","October"
"256","5","796","California","San Francisco","2015","Q4","Sweaters","Turtleneck","168963","11","November"
"1140.5","9","2691","California","San Francisco","2015","Q4","Sweaters","Turtleneck","170016","10","October"
"942.2","9","2451","California","San Francisco","2015","Q4","Sweaters","Turtleneck","170016","11","November"
"380.1","3","897","California","San Francisco","2015","Q4","Sweaters","Turtleneck","170016","12","December"
"70.4","1","229","California","San Francisco","2015","Q4","Sweaters","Turtleneck","177271","11","November"
"70.5","1","229","California","San Francisco","2015","Q4","Sweaters","Turtleneck","177271","12","December"
"428.4","4","996","California","San Francisco","2015","Q4","Trousers","Jeans","166579","10","October"
"331.7","3","747","California","San Francisco","2015","Q4","Trousers","Jeans","166579","11","November"
"220.6","2","498","California","San Francisco","2015","Q4","Trousers","Jeans","166579","12","December"
"98.7","1","199","California","San Francisco","2015","Q4","Trousers","Party pants","169301","10","October"
"8.1","1","99","California","San Francisco","2016","Q1","Accessories","Belts,bags,wallets","169253","1","January"
"64.9","10","970","California","San Francisco","2016","Q1","Accessories","Belts,bags,wallets","169253","2","February"
"32.5","4","396","California","San Francisco","2016","Q1","Accessories","Belts,bags,wallets","169253","3","March"
"260.6","3","597","California","San Francisco","2016","Q1","Accessories","Belts,bags,wallets","177860","3","March"
"270.8","5","745","California","San Francisco","2016","Q1","Accessories","Belts,bags,wallets","178435","1","January"
"54.1","1","149","California","San Francisco","2016","Q1","Accessories","Belts,bags,wallets","178435","2","February"
"127.4","7","743","California","San Francisco","2016","Q1","Accessories","Belts,bags,wallets","178435","3","March"
"491.3","6","1494","California","San Francisco","2016","Q1","Accessories","Hair accessories","169478","1","January"
"372.9","6","1394","California","San Francisco","2016","Q1","Accessories","Hair accessories","169478","2","February"
"84.3","5","845","California","San Francisco","2016","Q1","Accessories","Hair accessories","169478","3","March"
"169.4","2","338","California","San Francisco","2016","Q1","Accessories","Hats,gloves,scarves","144945","1","January"
"84.7","1","169","California","San Francisco","2016","Q1","Accessories","Hats,gloves,scarves","144945","3","March"
"-13.5","1","50","California","San Francisco","2016","Q1","Accessories","Hats,gloves,scarves","160209","3","March"
"89","1","249","California","San Francisco","2016","Q1","Accessories","Hats,gloves,scarves","167106","1","January"
"-10.5","1","129","California","San Francisco","2016","Q1","Accessories","Hats,gloves,scarves","167106","3","March"
"89.7","2","298","California","San Francisco","2016","Q1","Accessories","Hats,gloves,scarves","169254","1","January"
"93.8","3","398","California","San Francisco","2016","Q1","Accessories","Hats,gloves,scarves","169254","2","February"
"28.3","1","129","California","San Francisco","2016","Q1","Accessories","Hats,gloves,scarves","169254","3","March"
"-73.5","1","79","California","San Francisco","2016","Q1","Accessories","Jewelry","148002","2","February"
"-24.7","2","118","California","San Francisco","2016","Q1","Accessories","Jewelry","149110","2","February"
"-27.7","1","39","California","San Francisco","2016","Q1","Accessories","Jewelry","149110","3","March"
"-120.2","2","79","California","San Francisco","2016","Q1","Accessories","Jewelry","155939","3","March"
"-29.4","1","39","California","San Francisco","2016","Q1","Accessories","Jewelry","159438","3","March"
"82.7","1","169","California","San Francisco","2016","Q1","Accessories","Jewelry","159705","1","January"
"66.1","1","149","California","San Francisco","2016","Q1","Accessories","Jewelry","159705","3","March"
"337.5","3","747","California","San Francisco","2016","Q1","Accessories","Lounge wear","167119","1","January"
"26.6","2","258","California","San Francisco","2016","Q1","Accessories","Lounge wear","167119","2","February"
"-11.6","1","99","California","San Francisco","2016","Q1","Accessories","Lounge wear","167119","3","March"
"118.9","1","249","California","San Francisco","2016","Q1","City Skirts","Full length","167846","1","January"
"276.4","4","806","California","San Francisco","2016","Q1","City Skirts","Full length","173115","1","January"
"67.6","1","199","California","San Francisco","2016","Q1","City Skirts","Full length","173115","2","February"
"186.2","4","696","California","San Francisco","2016","Q1","City Skirts","Full length","173115","3","March"
"-37.6","1","63","California","San Francisco","2016","Q1","City Trousers","Bermudas","169571","3","March"
"534.6","6","1294","California","San Francisco","2016","Q1","City Trousers","Bermudas","171407","1","January"
"17.5","1","129","California","San Francisco","2016","Q1","City Trousers","Bermudas","171407","2","February"
"131.6","2","338","California","San Francisco","2016","Q1","City Trousers","Long lounge pants","168230","2","February"
"30.1","4","396","California","San Francisco","2016","Q1","City Trousers","Long lounge pants","168230","3","March"
"192.9","2","428","California","San Francisco","2016","Q1","City Trousers","Long lounge pants","171284","1","January"
"-32.7","1","39","California","San Francisco","2016","Q1","Dresses","Casual dresses","162655","2","February"
"393.8","3","807","California","San Francisco","2016","Q1","Dresses","Casual dresses","170928","1","January"
"147.2","2","398","California","San Francisco","2016","Q1","Dresses","Casual dresses","170928","2","February"
"6308.4","133","17270","California","San Francisco","2016","Q1","Dresses","Evening wear","166699","1","January"
"1919.6","35","4874","California","San Francisco","2016","Q1","Dresses","Evening wear","166699","2","February"
"730.2","19","2275","California","San Francisco","2016","Q1","Dresses","Evening wear","166699","3","March"
"215.5","12","1258","California","San Francisco","2016","Q1","Dresses","Sweater dresses","167017","1","January"
"78.7","6","594","California","San Francisco","2016","Q1","Dresses","Sweater dresses","167017","2","February"
"8.9","7","593","California","San Francisco","2016","Q1","Dresses","Sweater dresses","167017","3","March"
"448.6","8","1177","California","San Francisco","2016","Q1","Jackets","Boatwear","172438","1","January"
"203.7","4","566","California","San Francisco","2016","Q1","Jackets","Boatwear","172438","2","February"
"132.8","3","389","California","San Francisco","2016","Q1","Jackets","Fancy fabric","172909","1","January"
"120.6","2","298","California","San Francisco","2016","Q1","Jackets","Fancy fabric","172909","2","February"
"82.6","1","199","California","San Francisco","2016","Q1","Jackets","Outdoor","167681","1","January"
"123.4","4","576","California","San Francisco","2016","Q1","Jackets","Outdoor","167681","2","February"
"139.5","4","586","California","San Francisco","2016","Q1","Jackets","Outdoor","167681","3","March"
"94.7","1","199","California","San Francisco","2016","Q1","Leather","Pants","169227","2","February"
"12.6","1","100","California","San Francisco","2016","Q1","Leather","Pants","169227","3","March"
"396.6","4","946","California","San Francisco","2016","Q1","Leather","Shirts","173404","1","January"
"492.3","8","1532","California","San Francisco","2016","Q1","Leather","Shirts","173404","2","February"
"42.9","1","169","California","San Francisco","2016","Q1","Leather","Shirts","173404","3","March"
"161.3","2","418","California","San Francisco","2016","Q1","Overcoats","Dry wear","168994","1","January"
"193.2","5","785","California","San Francisco","2016","Q1","Overcoats","Dry wear","168994","2","February"
"-58.8","1","39","California","San Francisco","2016","Q1","Overcoats","Dry wear","168994","3","March"
"128.7","1","249","California","San Francisco","2016","Q1","Overcoats","Dry wear","169011","1","January"
"122.5","2","398","California","San Francisco","2016","Q1","Overcoats","Wet wear","167727","1","January"
"36.2","1","169","California","San Francisco","2016","Q1","Overcoats","Wet wear","167727","2","February"
"36.5","1","169","California","San Francisco","2016","Q1","Overcoats","Wet wear","167727","3","March"
"174.2","3","507","California","San Francisco","2016","Q1","Overcoats","Wet wear","169432","2","February"
"112.7","3","447","California","San Francisco","2016","Q1","Overcoats","Wet wear","169432","3","March"
"3179.9","38","8182","California","San Francisco","2016","Q1","Shirt Waist","2 Pocket shirts","166583","1","January"
"622.9","9","1791","California","San Francisco","2016","Q1","Shirt Waist","2 Pocket shirts","166583","2","February"
"145.2","14","1806","California","San Francisco","2016","Q1","Shirt Waist","2 Pocket shirts","166583","3","March"
"1958.5","19","4675","California","San Francisco","2016","Q1","Shirt Waist","Long sleeve","166553","1","January"
"527.5","5","1245","California","San Francisco","2016","Q1","Shirt Waist","Long sleeve","166553","2","February"
"39.3","1","169","California","San Francisco","2016","Q1","Shirt Waist","Long sleeve","166553","3","March"
"1511.7","34","4236","California","San Francisco","2016","Q1","Shirt Waist","Long sleeve","167042","1","January"
"125.3","7","654","California","San Francisco","2016","Q1","Shirt Waist","Long sleeve","167042","2","February"
"251.3","11","1084","California","San Francisco","2016","Q1","Shirt Waist","Long sleeve","167042","3","March"
"263.3","3","697","California","San Francisco","2016","Q1","Shirt Waist","Short sleeve","164962","1","January"
"35.3","1","169","California","San Francisco","2016","Q1","Shirt Waist","Short sleeve","164962","2","February"
"4.2","2","258","California","San Francisco","2016","Q1","Shirt Waist","Short sleeve","164962","3","March"
"1919.3","26","4394","California","San Francisco","2016","Q1","Shirt Waist","Short sleeve","165170","1","January"
"455.4","7","1113","California","San Francisco","2016","Q1","Shirt Waist","Short sleeve","165170","2","February"
"113.8","2","298","California","San Francisco","2016","Q1","Shirt Waist","Short sleeve","165170","3","March"
"-45.7","1","39","California","San Francisco","2016","Q1","Shirt Waist","Short sleeve","166136","3","March"
"3608","35","7445","California","San Francisco","2016","Q1","Shirt Waist","Short sleeve","166550","1","January"
"458.5","5","995","California","San Francisco","2016","Q1","Shirt Waist","Short sleeve","166550","2","February"
"606.9","9","1521","California","San Francisco","2016","Q1","Shirt Waist","Short sleeve","166550","3","March"
"641.4","6","1494","California","San Francisco","2016","Q1","Shirt Waist","Short sleeve","173117","1","January"
"64.9","1","199","California","San Francisco","2016","Q1","Shirt Waist","Short sleeve","173117","2","February"
"186.2","2","538","California","San Francisco","2016","Q1","Shirt Waist","Short sleeve","173608","1","January"
"93.1","1","269","California","San Francisco","2016","Q1","Shirt Waist","Short sleeve","173608","2","February"
"-91.9","4","516","California","San Francisco","2016","Q1","Shirt Waist","Short sleeve","173608","3","March"
"267.6","3","597","California","San Francisco","2016","Q1","Shirt Waist","Short sleeve","177875","3","March"
"128.7","1","249","California","San Francisco","2016","Q1","Sweat-T-Shirts","Sweats","167731","1","January"
"116.4","2","328","California","San Francisco","2016","Q1","Sweat-T-Shirts","Sweats","167731","3","March"
"12893.8","150","29850","California","San Francisco","2016","Q1","Sweat-T-Shirts","T-Shirts","166544","1","January"
"11436.9","151","27322","California","San Francisco","2016","Q1","Sweat-T-Shirts","T-Shirts","166544","2","February"
"8688.5","153","24128","California","San Francisco","2016","Q1","Sweat-T-Shirts","T-Shirts","166544","3","March"
"404","4","846","California","San Francisco","2016","Q1","Sweat-T-Shirts","T-Shirts","167695","1","January"
"-24.9","0","-30","California","San Francisco","2016","Q1","Sweat-T-Shirts","T-Shirts","167695","2","February"
"188.5","4","586","California","San Francisco","2016","Q1","Sweat-T-Shirts","T-Shirts","167695","3","March"
"64.2","2","258","California","San Francisco","2016","Q1","Sweat-T-Shirts","T-Shirts","167809","3","March"
"77.4","1","169","California","San Francisco","2016","Q1","Sweat-T-Shirts","T-Shirts","169306","1","January"
"322","18","1782","California","San Francisco","2016","Q1","Sweat-T-Shirts","T-Shirts","169306","2","February"
"94.2","5","495","California","San Francisco","2016","Q1","Sweat-T-Shirts","T-Shirts","169306","3","March"
"1746.7","14","3396","California","San Francisco","2016","Q1","Sweat-T-Shirts","T-Shirts","171910","1","January"
"131.7","1","249","California","San Francisco","2016","Q1","Sweat-T-Shirts","T-Shirts","171910","2","February"
"88","1","199","California","San Francisco","2016","Q1","Sweat-T-Shirts","T-Shirts","171910","3","March"
"90.9","1","199","California","San Francisco","2016","Q1","Sweat-T-Shirts","T-Shirts","179204","3","March"
"74.3","4","496","California","San Francisco","2016","Q1","Sweaters","Cardigan","144940","1","January"
"-5.4","2","198","California","San Francisco","2016","Q1","Sweaters","Cardigan","144940","2","February"
"-185.5","4","186","California","San Francisco","2016","Q1","Sweaters","Cardigan","144940","3","March"
"257.3","3","597","California","San Francisco","2016","Q1","Sweaters","Soft fabric","171889","1","January"
"52.8","1","159","California","San Francisco","2016","Q1","Sweaters","Soft fabric","171889","2","February"
"554.7","10","1290","California","San Francisco","2016","Q1","Sweaters","Soft fabric","178788","3","March"
"44.1","1","149","California","San Francisco","2016","Q1","Sweaters","Turtleneck","168963","2","February"
"27.6","1","129","California","San Francisco","2016","Q1","Sweaters","Turtleneck","168963","3","March"
"126.7","1","299","California","San Francisco","2016","Q1","Sweaters","Turtleneck","170016","1","January"
"369.4","9","1761","California","San Francisco","2016","Q1","Sweaters","Turtleneck","170016","2","February"
"19","1","169","California","San Francisco","2016","Q1","Sweaters","Turtleneck","170016","3","March"
"70.5","1","229","California","San Francisco","2016","Q1","Sweaters","Turtleneck","177271","1","January"
"91.2","2","398","California","San Francisco","2016","Q1","Sweaters","Turtleneck","177271","2","February"
"611.8","7","1543","California","San Francisco","2016","Q1","Trousers","Jeans","166579","1","January"
"85.4","2","338","California","San Francisco","2016","Q1","Trousers","Jeans","166579","2","February"
"-3.3","7","813","California","San Francisco","2016","Q1","Trousers","Jeans","166579","3","March"
"32.8","1","129","California","San Francisco","2016","Q2","Accessories","Belts,bags,wallets","146552","5","May"
"873.4","11","2048","California","San Francisco","2016","Q2","Accessories","Belts,bags,wallets","177860","4","April"
"2642.1","30","5910","California","San Francisco","2016","Q2","Accessories","Belts,bags,wallets","177860","5","May"
"2429.8","34","6049","California","San Francisco","2016","Q2","Accessories","Belts,bags,wallets","177860","6","June"
"72.6","6","594","California","San Francisco","2016","Q2","Accessories","Belts,bags,wallets","178435","4","April"
"12","1","99","California","San Francisco","2016","Q2","Accessories","Belts,bags,wallets","178435","5","May"
"36","3","297","California","San Francisco","2016","Q2","Accessories","Belts,bags,wallets","178435","6","June"
"104.9","3","327","California","San Francisco","2016","Q2","Accessories","Hats,gloves,scarves","144945","5","May"
"-2.1","1","49","California","San Francisco","2016","Q2","Accessories","Hats,gloves,scarves","148353","5","May"
"-40.8","1","10","California","San Francisco","2016","Q2","Accessories","Jewelry","136786","4","April"
"-392.9","4","196","California","San Francisco","2016","Q2","Accessories","Jewelry","148002","4","April"
"-42.6","2","78","California","San Francisco","2016","Q2","Accessories","Jewelry","151810","4","April"
"-42.6","2","78","California","San Francisco","2016","Q2","Accessories","Jewelry","151810","5","May"
"-21.3","1","39","California","San Francisco","2016","Q2","Accessories","Jewelry","151810","6","June"
"66.1","1","149","California","San Francisco","2016","Q2","Accessories","Jewelry","159705","4","April"
"148.5","3","387","California","San Francisco","2016","Q2","Accessories","Jewelry","159705","5","May"
"24.6","1","99","California","San Francisco","2016","Q2","Accessories","Jewelry","159705","6","June"
"-36.8","3","117","California","San Francisco","2016","Q2","Accessories","Lounge wear","150850","4","April"
"-12.2","1","39","California","San Francisco","2016","Q2","Accessories","Lounge wear","150850","5","May"
"-12.3","1","39","California","San Francisco","2016","Q2","Accessories","Lounge wear","150850","6","June"
"-109","3","208","California","San Francisco","2016","Q2","Accessories","Lounge wear","167119","5","May"
"-28.6","1","79","California","San Francisco","2016","Q2","Accessories","Lounge wear","167119","6","June"
"19.4","1","129","California","San Francisco","2016","Q2","City Skirts","Full length","167846","4","April"
"-24.5","1","79","California","San Francisco","2016","Q2","City Trousers","Bermudas","169571","4","April"
"17","1","129","California","San Francisco","2016","Q2","City Trousers","Bermudas","171407","4","April"
"9.6","2","228","California","San Francisco","2016","Q2","City Trousers","Bermudas","171407","5","May"
"612.4","16","1914","California","San Francisco","2016","Q2","Dresses","Evening wear","166699","4","April"
"554.4","17","1923","California","San Francisco","2016","Q2","Dresses","Evening wear","166699","5","May"
"85.1","4","396","California","San Francisco","2016","Q2","Dresses","Evening wear","166699","6","June"
"145.2","1","299","California","San Francisco","2016","Q2","Dresses","Evening wear","173658","4","April"
"290.4","2","598","California","San Francisco","2016","Q2","Dresses","Evening wear","173658","5","May"
"145.2","1","299","California","San Francisco","2016","Q2","Dresses","Evening wear","173658","6","June"
"92.6","1","199","California","San Francisco","2016","Q2","Dresses","Evening wear","177376","4","April"
"92.6","1","199","California","San Francisco","2016","Q2","Dresses","Evening wear","177376","5","May"
"92.6","1","199","California","San Francisco","2016","Q2","Dresses","Evening wear","177376","6","June"
"119.3","1","249","California","San Francisco","2016","Q2","Dresses","Skirts","179075","6","June"
"-7","2","158","California","San Francisco","2016","Q2","Dresses","Sweater dresses","167017","5","May"
"97.2","1","199","California","San Francisco","2016","Q2","Jackets","Boatwear","177798","4","April"
"2749.1","40","6537","California","San Francisco","2016","Q2","Jackets","Boatwear","177798","5","May"
"876.9","9","1761","California","San Francisco","2016","Q2","Jackets","Boatwear","177798","6","June"
"-59.5","5","435","California","San Francisco","2016","Q2","Jackets","Outdoor","167681","4","April"
"-48.5","2","150","California","San Francisco","2016","Q2","Jackets","Outdoor","167681","5","May"
"-33.8","2","158","California","San Francisco","2016","Q2","Jackets","Outdoor","167681","6","June"
"13.2","1","129","California","San Francisco","2016","Q2","Overcoats","Dry wear","168994","4","April"
"-11.4","1","80","California","San Francisco","2016","Q2","Overcoats","Dry wear","169011","4","April"
"4.1","1","99","California","San Francisco","2016","Q2","Overcoats","Dry wear","169011","5","May"
"3","2","258","California","San Francisco","2016","Q2","Shirt Waist","2 Pocket shirts","166583","4","April"
"-8.4","1","99","California","San Francisco","2016","Q2","Shirt Waist","2 Pocket shirts","166583","6","June"
"458.5","4","916","California","San Francisco","2016","Q2","Shirt Waist","2 Pocket shirts","177232","4","April"
"343.9","3","687","California","San Francisco","2016","Q2","Shirt Waist","2 Pocket shirts","177232","5","May"
"229.2","2","458","California","San Francisco","2016","Q2","Shirt Waist","2 Pocket shirts","177232","6","June"
"747.4","7","1729","California","San Francisco","2016","Q2","Shirt Waist","2 Pocket shirts","177380","4","April"
"2364.9","23","5577","California","San Francisco","2016","Q2","Shirt Waist","2 Pocket shirts","177380","5","May"
"1053","12","2689","California","San Francisco","2016","Q2","Shirt Waist","2 Pocket shirts","177380","6","June"
"148.7","7","674","California","San Francisco","2016","Q2","Shirt Waist","Long sleeve","167042","4","April"
"162.3","7","693","California","San Francisco","2016","Q2","Shirt Waist","Long sleeve","167042","5","May"
"48.6","2","198","California","San Francisco","2016","Q2","Shirt Waist","Long sleeve","167042","6","June"
"0","0","0","California","San Francisco","2016","Q2","Shirt Waist","Long sleeve","177231","4","April"
"295.3","4","736","California","San Francisco","2016","Q2","Shirt Waist","Long sleeve","177231","5","May"
"179.8","4","597","California","San Francisco","2016","Q2","Shirt Waist","Long sleeve","177231","6","June"
"129.3","2","338","California","San Francisco","2016","Q2","Shirt Waist","Long sleeve","177368","4","April"
"316.1","4","746","California","San Francisco","2016","Q2","Shirt Waist","Long sleeve","177368","5","May"
"180.2","2","398","California","San Francisco","2016","Q2","Shirt Waist","Long sleeve","177368","6","June"
"73.3","4","407","California","San Francisco","2016","Q2","Shirt Waist","Short sleeve","165170","5","May"
"-135.9","3","120","California","San Francisco","2016","Q2","Shirt Waist","Short sleeve","166136","4","April"
"134.5","2","338","California","San Francisco","2016","Q2","Shirt Waist","Short sleeve","166550","4","April"
"10.4","1","99","California","San Francisco","2016","Q2","Shirt Waist","Short sleeve","166550","5","May"
"-137.8","6","774","California","San Francisco","2016","Q2","Shirt Waist","Short sleeve","173608","4","April"
"-23","1","129","California","San Francisco","2016","Q2","Shirt Waist","Short sleeve","173608","5","May"
"543.2","6","1386","California","San Francisco","2016","Q2","Shirt Waist","Short sleeve","173974","4","April"
"342.5","4","906","California","San Francisco","2016","Q2","Shirt Waist","Short sleeve","173974","5","May"
"318.5","6","1120","California","San Francisco","2016","Q2","Shirt Waist","Short sleeve","173974","6","June"
"380.7","5","916","California","San Francisco","2016","Q2","Shirt Waist","Short sleeve","177875","4","April"
"475.5","6","1122","California","San Francisco","2016","Q2","Shirt Waist","Short sleeve","177875","5","May"
"13.4","2","199","California","San Francisco","2016","Q2","Shirt Waist","Short sleeve","177875","6","June"
"2367.9","44","6771","California","San Francisco","2016","Q2","Sweat-T-Shirts","T-Shirts","166544","4","April"
"1302.1","26","3875","California","San Francisco","2016","Q2","Sweat-T-Shirts","T-Shirts","166544","5","May"
"241.4","5","725","California","San Francisco","2016","Q2","Sweat-T-Shirts","T-Shirts","166544","6","June"
"31.4","1","129","California","San Francisco","2016","Q2","Sweat-T-Shirts","T-Shirts","167809","5","May"
"8.3","1","99","California","San Francisco","2016","Q2","Sweat-T-Shirts","T-Shirts","167809","6","June"
"105.6","4","426","California","San Francisco","2016","Q2","Sweat-T-Shirts","T-Shirts","169306","4","April"
"37.9","2","198","California","San Francisco","2016","Q2","Sweat-T-Shirts","T-Shirts","169306","6","June"
"2623.2","39","6534","California","San Francisco","2016","Q2","Sweat-T-Shirts","T-Shirts","177264","4","April"
"13372.6","162","30054","California","San Francisco","2016","Q2","Sweat-T-Shirts","T-Shirts","177264","5","May"
"13789.2","163","30618","California","San Francisco","2016","Q2","Sweat-T-Shirts","T-Shirts","177264","6","June"
"422.5","6","941","California","San Francisco","2016","Q2","Sweat-T-Shirts","T-Shirts","177275","4","April"
"1283.3","19","3056","California","San Francisco","2016","Q2","Sweat-T-Shirts","T-Shirts","177275","5","May"
"662.6","8","1393","California","San Francisco","2016","Q2","Sweat-T-Shirts","T-Shirts","177275","6","June"
"161.5","2","408","California","San Francisco","2016","Q2","Sweat-T-Shirts","T-Shirts","178769","6","June"
"181.8","2","398","California","San Francisco","2016","Q2","Sweat-T-Shirts","T-Shirts","179204","4","April"
"656.4","11","1766","California","San Francisco","2016","Q2","Sweat-T-Shirts","T-Shirts","179204","5","May"
"73.1","1","199","California","San Francisco","2016","Q2","Sweat-T-Shirts","T-Shirts","179204","6","June"
"104.1","1","249","California","San Francisco","2016","Q2","Sweat-T-Shirts","T-Shirts","180030","4","April"
"978.8","10","2415","California","San Francisco","2016","Q2","Sweat-T-Shirts","T-Shirts","180030","5","May"
"520.5","5","1245","California","San Francisco","2016","Q2","Sweat-T-Shirts","T-Shirts","180030","6","June"
"183.7","4","616","California","San Francisco","2016","Q2","Sweat-T-Shirts","T-Shirts","180368","4","April"
"1755.3","26","4314","California","San Francisco","2016","Q2","Sweat-T-Shirts","T-Shirts","180368","5","May"
"85","1","199","California","San Francisco","2016","Q2","Sweat-T-Shirts","T-Shirts","180368","6","June"
"87","1","199","California","San Francisco","2016","Q2","Sweat-T-Shirts","T-Shirts","180372","4","April"
"475.3","8","1267","California","San Francisco","2016","Q2","Sweat-T-Shirts","T-Shirts","180372","5","May"
"201.6","2","398","California","San Francisco","2016","Q2","Sweat-T-Shirts","T-Shirts","180372","6","June"
"-44.4","1","49","California","San Francisco","2016","Q2","Sweaters","Cardigan","144940","5","May"
"331.3","4","796","California","San Francisco","2016","Q2","Sweaters","Soft fabric","173673","5","May"
"133.4","2","358","California","San Francisco","2016","Q2","Sweaters","Soft fabric","173673","6","June"
"569.6","5","1170","California","San Francisco","2016","Q2","Sweaters","Soft fabric","177325","5","May"
"254.2","3","597","California","San Francisco","2016","Q2","Sweaters","Soft fabric","177325","6","June"
"433.9","4","916","California","San Francisco","2016","Q2","Sweaters","Soft fabric","178628","4","April"
"1084.7","10","2290","California","San Francisco","2016","Q2","Sweaters","Soft fabric","178628","5","May"
"913.8","10","2083","California","San Francisco","2016","Q2","Sweaters","Soft fabric","178628","6","June"
"872.2","18","2169","California","San Francisco","2016","Q2","Sweaters","Soft fabric","178788","4","April"
"1309.8","25","3136","California","San Francisco","2016","Q2","Sweaters","Soft fabric","178788","5","May"
"435.1","8","1032","California","San Francisco","2016","Q2","Sweaters","Soft fabric","178788","6","June"
"108.9","1","249","California","San Francisco","2016","Q2","Sweaters","Soft fabric","179169","5","May"
"-8.4","5","475","California","San Francisco","2016","Q2","Sweaters","Turtleneck","168963","4","April"
"-14.2","1","129","California","San Francisco","2016","Q2","Sweaters","Turtleneck","170016","4","April"
"-39.1","1","99","California","San Francisco","2016","Q2","Sweaters","Turtleneck","170016","5","May"
"39.2","3","387","California","San Francisco","2016","Q2","Trousers","Jeans","166579","4","April"
"1.3","2","228","California","San Francisco","2016","Q2","Trousers","Jeans","166579","5","May"
"228.1","2","498","California","San Francisco","2016","Q2","Trousers","Party pants","173941","4","April"
"114.4","1","249","California","San Francisco","2016","Q2","Trousers","Party pants","173941","5","May"
"413","5","1045","California","San Francisco","2016","Q2","Trousers","Party pants","173941","6","June"
"3541.6","44","8278","California","San Francisco","2016","Q3","Accessories","Belts,bags,wallets","177860","7","July"
"3585.7","40","7940","California","San Francisco","2016","Q3","Accessories","Belts,bags,wallets","177860","8","August"
"2173.2","28","5452","California","San Francisco","2016","Q3","Accessories","Belts,bags,wallets","177860","9","September"
"250.8","2","458","California","San Francisco","2016","Q3","Accessories","Lounge wear","182379","7","July"
"100.5","1","199","California","San Francisco","2016","Q3","Accessories","Lounge wear","182379","8","August"
"1316.7","23","2967","California","San Francisco","2016","Q3","Accessories","Samples","182313","8","August"
"576.3","10","1290","California","San Francisco","2016","Q3","Accessories","Samples","182313","9","September"
"82.5","1","169","California","San Francisco","2016","Q3","Accessories","Samples","182343","8","August"
"660.9","8","1352","California","San Francisco","2016","Q3","Accessories","Samples","182343","9","September"
"116","1","249","California","San Francisco","2016","Q3","City Skirts","Mini city","183592","9","September"
